id	text	misogynous	aggressiveness
1470	<MENTION_1> Insieme alla Mummia di noialtri, all'assassina psicopatica al diversamente bianco d'oltreoceano al manichino inglese alla Culona inchiavabbile eccctt!!	1	0
1471	<MENTION_1> <MENTION_2> Alessandra Menzani è una giornalista che oggi a scritto cose mediocre su Asia una donna che scrive cose mediocre sottomessa al potere maschilista forse per non perdere suo posto al giornale..	1	0
1472	<MENTION_1> <MENTION_2> <MENTION_3> che gran bel pezzo di figa	1	0
1473	<MENTION_1> <MENTION_2> Bella tettona	1	0
1474	<MENTION_1> ti sborro sopra e passa	1	1
1475	<MENTION_1> <MENTION_2> che gran troia....che tette....ti inculo tutta mary.....mmmm	1	1
1476	<MENTION_1> Sempre una gran troia da riempire di cazzo in bocca, fica e culo... Sei da ricoprire di sborra dalla testa ai piedi...  Ho il cazzo sempre duro per te dai vieni a farti sbattere per bene puttana	1	1
1477	<MENTION_1> perché culona	1	0
1478	<MENTION_1> <MENTION_2> Oh pinché culona:/	1	0
1479	<MENTION_1> Magari!!! Ti scoperei e ti leccherei la figa tutta notte ??	1	1
1480	Ma che cazzo ci fanno quelle 2 schifose #evahenger e figlia ancora in una trasmissione televisiva italiana a guadagnare fior di soldi? Ma e' assurdo ma chi protegge queste vigliacche?#MaurizioCostanzoShow	1	1
1481	<MENTION_1> Magari col sangue mestruale di quella puttana di tua madre	1	1
1482	<MENTION_1> io non critico la henger... dico solo che è una figa di legno... ricordo ancora quando dovevano doppiarla nei film con Rocco... roba da accaponare la pelle... bye	1	1
1483	<MENTION_1> Troia di merda io ti farei scoppiare la casa poi vediamo se ti metti paura. A Milano sono venuti giù i vetri lurida puttana antifascista che ti possa scoppiare tutta la merda che hai nel cervello. Pecoraia da 4 soldi.	1	1
1484	<MENTION_1> Ottimo, che pezzo di figa che sei. Ti ha sfondato il culo, sei una gran gnocca da sbattere.	1	1
1485	<MENTION_1> <MENTION_2> <MENTION_3> finalmente posso stappare assieme ad amici e parenti!!! finalmente è finita la tua dittatura e non dovremmo più sentire le tue assurdità da psicopatica!!! finalmente ti togli dalle palle... unico neo è che dovrebbe	1	1
1486	<MENTION_1> che gran DONNA e che gran bel culone ti inculerei volentieri per ore . E ti leccherei il buchino gia sporco di cacca mmmmm	1	1
1487	La foto è del 1973 e la culona aveva 19 anni. <URL>	1	1
1488	RT <MENTION_1> Cagna pompinara.... <URL>	1	1
1489	Fai la brava che adesso ti scopo troia! <URL>	1	1
1490	<MENTION_1> Vengo io a casa tua a picchiare le tue ciappettone ma poi te lo metto dentro la tua figa A PECORINA BRAVISSIMA <URL>	1	1
1491	<MENTION_1> <MENTION_2> <MENTION_3> Sarà sicuramente ricordata come il peggior presidente della Camera dei Deputati che l'Italia abbia mai avuto. Anche politicamente parlando in quanto è stata ripescata, e non voluta dagli italiani conterà come il due	1	1
1492	cierto troia comunkue tu che all american suotern prout che cazzo ti frega ti una statua a roma, citta che ta perfetta puritana tu otii con tutta te stessa... molto strano, tirei rivelatore	1	1
1493	<MENTION_1> vengo e ti prendo a casa se offendi di nuovo. figlio di una grande puttanona peggio di quella troia della moglie di M LOPEZ	1	1
1494	<MENTION_1> Che bel culone mmmmmm	1	0
1495	<MENTION_1> Bellissima pompinara	1	0
1496	<MENTION_1> Si noterebbe solo l'intensità con cui mi sono allenato, a differenza tua che sei ricorso al chirurgo... lurida puttana plastificata...	1	1
1497	<MENTION_1> sei la tettona preferita	1	0
1498	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_3>EU <MENTION_5> <MENTION_6> Bella Tettona.	1	0
1499	<MENTION_1> CAZZATE IL M5S è PURO CHE CAZZO DICE QUELLA PUTTANA SU GRILLO CHE è STATO ASSOLTO INOLTRE I COMICI SONO GENI	1	1
1500	<MENTION_1> I COMICI SONO GENI E GRILLO è STATO ASSOLTO CHE CAZZO DICI PUTTANA?	1	1
1501	Ti sborro dentro culo mentre ti filmo <URL>	1	1
1502	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> Hummmm che bella e arrapante pompinara. ... come succhi con gusto. .. Non gli do' piu di 2 minuti per godere.	1	1
1503	<MENTION_1>  LeosiniMa che messaggio manda tappatele  la bocca ai bei tempi andati furbi e imbroglioni venivano impiccati nelle pubbliche piazze	1	1
1504	<MENTION_1> <MENTION_2> Ora non riderà più il nano napoleonico,ci prendeva in giro e rideva con la culona della Merkel,ora ridiamo noi è agli arresti domiciliari intanto,????????	1	0
1505	Dite alla gran culona della #Merkel che anche le aziende #tedesche sono inaffidabili.	1	1
1506	Semplicemente buon pranzo????......ahh già dimenticavo non posso auguartelo tu hai la figa d'oro beata te che hai la figa d'oro io ho il pisello di ciccia ?????????????? <URL>	1	1
1507	<MENTION_1> Ti apro tutta e ti lecco il culo e la figa mmmmmm	1	1
1508	<MENTION_1> ti sborro tra le dita	1	1
1509	"<MENTION_1> <MENTION_2> Ma no, dai! Meglio 100 giorni da trollone da riporto che una vita da figa di legno"" (semicit.)"""	1	1
1510	<MENTION_1> Ma che Cazzo dici? Un esercizio commerciale che serve in funzione di orientamenti politici. Ma vaffanculo cretinetta inutile	1	1
1511	<MENTION_1> <MENTION_2> <MENTION_3> ADDIO ALLA CAGNA LESBICA BOLDRINI CHE E' STATA SBATTUTA FUORI A CALCI IN CULO DAGLI ITALIANI PIU' ACCULTURATI DI QUESTO SCARTO SOCIALE.ORA TI ASPETTA L'INFERNO LURIDA LESBICA.MANCO IN AFRICA PUOI LAVORARE MERDA ahah	1	1
1512	<MENTION_1> ciao tesoro buon pm e buona giornata sempre più figa e sexy ti scoperei e poi ti sborrerei tutto in faccia un bacione ?	1	1
1513	<MENTION_1> mi incazzo come una merda, brutta vacca troia stronza cagna imbalsamata lurida scartata da tutti abusata da chiunque figlia di puttana ladra boss mafiosa.	1	1
1514	no ma io direi di giocare a fare la troia fino a che non ti apro davvero	1	1
1515	CHE PUTTANA CHE SEI <URL>	1	1
1516	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> E proprio gustasa mentre telo succhia...bellissima pompinara!	1	1
1517	<MENTION_1> <MENTION_2> Ti sei montata anche l'arredamento o fai la figa di legno che chiama il designer?!?!?!	1	1
1518	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Posson riportare culona nel pollaio. Ma senza neutralità vodka, mandarini e antica persia non li fermano senza casino totale. Il biondo poi nn sembra aver capito che da globalizz nn si torna indietro senza fa	1	0
1519	RT <MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Posson riportare culona nel pollaio. Ma senza neutralità vodka, mandari…	1	1
1520	<MENTION_1> <MENTION_2> Un bel culone tutto bene per il mio casso te PIETRO <URL>	1	1
1521	<MENTION_1> ciao tesoro buon pm quanto 6 figa e sexy e che passera wow ti scoperei e ti sborrerei in faccia un bacione ? mia principessa ?	1	1
1522	<MENTION_1> che bel culone coplimenti mm	1	0
1523	<MENTION_1> Ti inculo altro che schiena!	1	1
1524	<MENTION_1> Tettona mia bellissima	1	0
1525	<MENTION_1> Ogni tanto ti faivibi!! Ciao Palmizio e salutarci badante cubbana tettona!!	1	1
1526	<MENTION_1> Vai a cagare tu l'Islam e quella grande pompinara di tua madre l'Islam ci fa una pompa	1	1
1527	<MENTION_1> <MENTION_2> <MENTION_3> Bonanotte Palmizio. Vato a dormire cò le calline. Salutami la cubbana tettona.	1	0
1528	<MENTION_1> ciao caro, ti segnalo <MENTION_2> come singlesegni particolari: è tettona	1	1
1529	Sarebbe troppo poco darti della puttana. Non è niente in confronto a quello che sei: una bugiarda meschina psicopatica manipolatrice.  Ed ora hai tutto quello che una come te si merita: NIENTE!!!	1	1
1530	<MENTION_1> pure per me è na bocchinara non sai che stava a rai tre perche prima aveva preso a scappellare nella trasmissione invasioni barbariche Marco Patuano perché io avevo detto Pompinara a <MENTION_2> infatti lui ad del Milan le ha comprato B	1	1
1531	<MENTION_1> Ma andate a fare in culo voi e queste vajasse analfabete ex veline di don Silvio B. da Arcore. Ma porca puttana ( non mi riferisco a loro) vi rendete conto di quanto siete penosi?	1	1
1532	Sai quanto cazzo me ne faccio del tuo cibo velenoso impacchettato di merda ? Tanto quanto cazzo me ne sono fatta di un amare baldracca vanitosa psicolabile che dava retta ai padellari schifosi pescivendol di una città di merda come le vacche schifose che hanno svezzato ad amarli.	1	1
1533	<MENTION_1> Ti penetrerei ioSubito culona ?	1	1
1534	<MENTION_1> <MENTION_2> <MENTION_3> Che giornata fantastica, torna a casa a vai a lavare i piatti	1	1
1535	<MENTION_1> Vieni in privato ti sborro	1	1
1536	<MENTION_1> <MENTION_2> Questo è vero,opera della.Merkel sta stronza culona	1	1
1537	<MENTION_1> <MENTION_2> <MENTION_3> TU 6 una vera ossessioneVai a casa a fare la massaia va	1	1
1538	Vorresti dire di essere una figa di legno? — di acciaio <URL>	1	1
1539	<MENTION_1> <MENTION_2> <MENTION_3> Si sospetta possa essere un fake casto di Chiara la fascista omofoba e pompinara	1	1
1540	<MENTION_1> <MENTION_2> Mi sta suo coglioni questa donna mi sta irreversibilmente sui coglioni non posso dimenticare la sua fottuta presenza come 3carica al funerale del nigeriano l'abbraccio con la moglie rivelatasi una lurida falsa e la sua non	1	1
1541	<MENTION_1> Pompinara d’eccellenza	1	1
1542	Governo da Natale a Santu Stefano . Un vibratore per la Culona.Coglioni.....	1	1
1543	<MENTION_1> Vera puttanona	1	0
1544	Vabe quella è una figa di legno poi dettagli	1	1
1545	im sorry puttana ma tua matre la sintesi hegeliana la ha gia fattatesi lynn britgeantitesi i figlisintesi 1 avvelenato, 2 internata 3 internata3 piu 1 libro e bella vita a ny.tu non hai le palle per internare i figli kuinti potento solo imitare lei ...impiccati	1	1
1546	Figlia di troia, sei un aborto umano — Va bene, pure mia mamma ora ?? ma ti rendi conto di quanto tu possa essere ridicola e avere una v... <URL>	1	1
1547	O Silvio si è rincoglionito o sta cercando in tutti i modi di tutelare interessi della culona e del petit napoleon. <URL>	1	1
1548	<MENTION_1> <MENTION_2> Simone,stavolta non sono d'accordo conte,di politica non capisce na mazza,a casa a fa a casalinga. Ti voglio bene Simo.	1	1
1549	<MENTION_1> ESCI DAL PREGIUDICATO FAI UN GOVERNO CON M5S X RIMETTERE ITALIA IN RIGA E  PUGNO DURO CON LA.CULONA MERKEL VIVA LA LIRA	1	1
1550	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Io faccio fatica a vedere la differenza, dopo il nazareno. E a B non perdoneró MAI due cose 1) di essersi dimesso di fronte alla culona che lo minacciava come un rammollito senza palle. 2) di essersi	1	1
1551	<MENTION_1> <MENTION_2> bella tettona	1	0
1552	<MENTION_1> Io ti sborro tutta	1	1
1553	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> Che pezzo di figa.....	1	0
1554	im a big fat hoe ve lo giuro su cristo che non mi frega un cazzo di niente ma quella PUTTANA la sparerei in gola e poi lo farei a me stessa per morire nel suo stesso momento posto e istante se occorresse perché sono una stronza criminale di merda disperata e i....... innamorata.	1	1
1555	<MENTION_1> <MENTION_2> Sembri tettona	1	0
1556	<MENTION_1> Ma che bel culone	1	1
1557	"<MENTION_1> Occidente, casa dolce casa. Il Capitale vuol far capire all'amante che non lascerà la sua tettona anglosassone senza che la mandorlina non gli sforni almeno  una stirpe che lo chiami papà"". Poi le donne di Trump si depilano."""	1	1
1558	<MENTION_1> Che bel culone	1	1
1559	<MENTION_1> che bel culone meraviglioso da leccare e succhiare all infinito . Mmmmm	1	1
1560	<MENTION_1> complimenti alla signora ed al suo gran bel culone vorrei vederlo pieno di merda e leccare tutto . . Mi accontenti? ....grazie	1	1
1561	<MENTION_1> che bel puttanona....adorabile?? <URL>	1	1
1562	<MENTION_1> Io ti metterei a pecora e farti strillare di piacere mentre faccio culo figa figa culo e poi te lo metto in bocca	1	1
1563	<MENTION_1> Buongiorno tesoro che tettona	1	0
1564	Toni Braxton che fa il puttanone negli scantinati è un grande classico. <URL>	1	1
1565	tutta passa e va dalla puttanona tesó	1	1
1566	<MENTION_1> ma che cazzo vuoi puttana	1	1
1567	<MENTION_1> BUONGIORNO bellissima tettona	1	0
1568	alexandra la figa di legno <URL>	1	1
1569	<MENTION_1> <MENTION_2> Che lurida parassita,spero che la rinchiude in psichiatria....	1	1
1570	<MENTION_1> <MENTION_2> <MENTION_3> Il mio fidanzatino a 15 anni ascoltava funky e afro music, era bellissimo, alto 1,88 moro, e somigliava a Garko. Mi tradì con un puttanone di quelli galattici, prese uno schiaffone sul muso e lo mandai a cagare. S	1	1
1571	<MENTION_1> <MENTION_2> Lurida puttana! Portali in Spagna i tuoi schifosi clandestini!	1	1
1572	<MENTION_1> Anyway non mi pare di aver mai fatto catfish con nessuno. avrei dovuto prendere una modella tettona argentina e avrei fatto follower a bizzeffe...invece sono ancora qui a dire le mie quattro cagate :) quasi in anonimato	1	0
1573	questo tipo adesso ha un'amante tettona giovane ma non so di una che esce di casa	1	1
1574	<MENTION_1> La Merkel è una culona inchiavabile anche perché altrimenti si sarebbe chiavato pure lei	1	1
1575	sin'ora io sapevo di una tettona che non si muove dal letto	1	1
1576	Quando ho visto questa magnifica tettona non mi ero accorto delle sue due amiche sceme #racconti #erotici <URL>	1	1
1577	<MENTION_1> Si ma non è colpa di #Berlusconi se effettivamente la Merkel è una culona inchiavabile	1	1
1578	<MENTION_1> Mi creda, detto da un antiberlusconiano da sempre :  1) le escort, avendo soldi di B. se le sarebbero pagate e chiavate tutti gli italiani compreso lei 2)  non c'erano minorenni dichiarate 3) la Merkel era e rimane una culona inchiavabile. T	1	1
1579	culo stupendox questo sei sempre durochi non lo sarebbe con quel bel culo a portata di manouhmmmmmmmmmmmmmmmm <URL>	1	1
1580	RT <MENTION_1> Mia Khalifa - Include la MILF tettona Juliana Vega... con sborrata! <URL>	1	1
1581	<MENTION_1> <MENTION_2> Forza Bagnai fate tornare Italia il Paese n1 in Europa e basta con la culona Merkel	1	1
1582	<MENTION_1> Prossimo obiettivo mandare a fanculo #UE e tutti i suoi membri come la schifosa e culona #Merkel e il bimbo minchia #Macron	1	1
1583	<MENTION_1> <MENTION_2> Perche la culona è chiavabile	1	1
1584	<MENTION_1> Quanta fica troia che sei	1	1
1585	<MENTION_1> Ti sborro sul pc con anche le palle	1	1
1586	<MENTION_1> Pure lei a preparare i dossier sporchi come i servi del porco di Arcore???? Ricorda, l’amico della culona????? Quel mafioso che in Europa hanno accettato tutti come uno statista???	1	1
1587	Fai vedere il tuo bel culone e le zizze amore che sei fantastica <URL>	1	1
1588	"Quando toccherà alla culona inchiavabile""...? Cit. S.B. <URL>	1	1
1589	<MENTION_1> Falsa leggi informati idiota! giornali non disse lui a merkel!2o erano prove di avanti un'altro non chiavava nessuno perché non può!puttanella da 4 soldi come chi inventato questa storia cmq soldi suoi non dei cittadini.troia=troiette sfrut	1	1
1590	<MENTION_1> <MENTION_2> Io non sono una merda, sei tu che sei una cagna fecciosa che ha amici nei manicomi	1	1
1591	<MENTION_1> ciao troia che bel culo wow mi dai tuo numero ti ragiungo baci baci	1	1
1592	Rosemary e Oliver si sono proprio trovati sono solo due puttanone !!!	1	1
1593	Avete dodici anni in tre state su twitter a usare lo stupro come battuta per fare le edgy poi se la gente vi dice ma che cazzo dite perché é l'unica reazione comprensibile frignate che siete sensibili e stavate scherzando	1	1
1594	<MENTION_1> Volevi la mia maglietta ma tu sei tettona e io no	1	0
1595	<MENTION_1> che bel puttanone	1	1
1596	<MENTION_1> <MENTION_2> Lurida puttana! Portateli a Barcellona i tuoi schifosi clandestini! Vieni in Italia e ti sparo in testa!	1	1
1597	sul serio puttana ho completamente annientato il castello ti merta e ti è rimasto solo la follia  8 anni che ripete che è una artista, esatto opposto ti algoritmi, metoti, verificabolita... artista sul serio una skizo che protuce il bello commerciale. ora che cazzo vuoi	1	1
1598	<MENTION_1> ciao tesoro buona sera e buon weekend quanto 6 figa e sexy ti scoperei un bacio ? e un abbraccio mia principessa ?	1	1
1599	<MENTION_1> ??? culona inchia.... la riscossa ???	1	0
1600	<MENTION_1> é ma che figa di legno #BallandoConLeStelle	1	1
1601	Porca troia che cazzo di vipera oh ma schiatta presto e fanculo, che cazzo di madre #cepostaperte	1	1
1602	MA CHE DONNA DI MERDA È UNA CHE DICE UNA ROBA DEL GENERE?! È LO STESSO TUA NIPOTE PORCA PUTTANA, ANCHE SE CON UNA DONNA DIVERSA!	1	1
1603	Io una nonna non ce l'ho più e non posso più starle accanto e questa si RIFIUTA di vedere e riconoscere la nipote. Prova una rabbia atroce per questo. C'HAI 80 ANNI PORCA PUTTANA, TI COMPORTI PEGGIO DI UNA BAMBINA#CePostaPerTe	1	1
1604	<MENTION_1> questa vecchia stronza pompinara lo so io che cazzo ha fatto per 68 anni questa, sta vecchia stronza	1	1
1605	Per la signora è inammissibile lasciarsi. Anche meno vecchia culona #cepostaperte	1	1
1606	<MENTION_1> <MENTION_2> Se fosse così sicura di se stessa, non sarebbe così acida con ragazze giovani, belle e intelligenti. Anche con Margaret Madè. Anche con Francesca Barra. Articolo interessante <URL>	1	0
1607	RT <MENTION_1> ?? LA BOCCUCCIA D'ORA DELLA MIA MOGLIE POMPINARA ?COPPIA LEI ABILE POMPINARA IO PORCO GUARDONE CERCHIAMO GIOVANI DA FAR…	1	1
1608	<MENTION_1> Ok vuoi che ti sborro tutta sul culo sulla fica sulle tette ho sulla bocca ho su tutte le parti dimmi tu bellezza.!	1	1
1609	<MENTION_1> Ti sborro in video, ti rimpirò tutta ok cagna focosa vabbene amore.! ❤️?	1	1
1610	<MENTION_1> cosi ti sborro	1	1
1611	RT <MENTION_1> <MENTION_2> cosi ti sborro	1	1
1612	<MENTION_1> <MENTION_2> Ti piace più bel culo o nella figa	1	1
1613	<MENTION_1> Beh Pamela sul culona inchiavabile mica aveva tutti i torti suvvia.	1	1
1614	<MENTION_1> ti sborro in fica puttana <URL>	1	1
1615	<MENTION_1> MMmm che puttana che sei Gilda,,,,,che voglia di scoparti il culo!!!!! <URL>	1	1
1616	"<MENTION_1> <MENTION_2> Invenzione si, invenzione no...nulla è più vero della inchiavabilità'  della culona"" !!!"""	1	1
1617	<MENTION_1> Buon giorno bella tettona Mmmm❤?	1	0
1618	<MENTION_1> Che ce voi fa' nel bene e nel male il peccato sempre ce sta',se c'hai fame e magni troppo pecchi d'ingordigia se non magni sei beato,se fai troppo sesso sei peccatore se non lo fai sei nelle mani del Signore,lo sai che te dico?'Se vedo una bel	1	0
1619	<MENTION_1> <MENTION_2> SBoldrini a casa a fa i panni e pulizie di Pasqua	1	1
