id	text	misogynous	misogyny_category	target
1260	Disgusting , and bitch you are NO ROCK STAR !! YOU are a no class skank🤡😱🐍🙈🙉🙊👁 <URL>	1	discredit	active
1261	<MENTION_1> <MENTION_2> OLD SICK DOG HILLARY IS A DISGUSTING BITCH . BUT EVEN A SKANK HAS A FRIEND . IM SURE GERMAN… <URL>	1	discredit	active
1262	'If I ain't meet her I 'ont like her' shut the fuck up bitch no one fucking like you skank ass as it is hoe	1	dominance	active
1263	MONIKA WAS RIGHT? RIGHT ABOUT WHAT WHAT DID THAT FUCKING BITCH ASS THOT MOTHERFUCKING HO ASS SKANK SAY TO YOU?	1	discredit	active
1264	<MENTION_1> i've seen this skank thot basic bitch IG trash before. Her videos are the worst. Such a prostitute	1	discredit	active
1265	Yeah well I didnt suck dick for tips you dirty skank Yes you did you lonely miserable BITCH its called fucking ALIMONY✋🏾	1	discredit	active
1266	“One minute you’re a spooky little witch bitch and then the next you’re an angelic skank singing Oh Holy Night.” HAHA!	1	discredit	passive
1267	What’s up bitch ass bitches and skank ass skanks	1	discredit	passive
1268	This bitch needs to get a life already, jobless skank go do something productive	1	dominance	active
1269	<MENTION_1> <MENTION_2> i don’t want a loyal bitch i want a skank hoe who will suck another niggas dick in my be… <URL>	1	sexual_harassment	passive
1270	keep lisa and jisoo out of your dirty mouth ugly skank ass bitch deactivate delete go get a life stay away from bla… <URL>	1	dominance	active
1271	I️ will quit a job in a heart beat that has a problem with me calling off due to an emergency . Fuck you and your bitch ass momma. Skank	1	discredit	active
1272	you low life scum, pathetic, deprave, pile of shit, maggots. like i said that brainless skank bitch should've died… <URL>	1	sexual_harassment	active
1273	Everyone hates chelsea - whore skank <URL>	1	discredit	active
1274	<MENTION_1> <MENTION_2> BS WILSON IS A SKANK WHORE AND A LIAR . DIDDN'T YOU KNOW ALL LIBERALS LIE	1	discredit	active
1275	<MENTION_1> What a skank whore she is, I see she's wearing Al Sharptons pimp hat, she must be one of his Hos.	1	discredit	active
1276	MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .<MENTION_1> anymore is SNL. More truth to them t… <URL>	1	discredit	active
1277	<MENTION_1> I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away.	1	discredit	active
1278	I FUCKING TOLD YOU SKANK WHORE SLUTS LISTEN TO MS SERIOUSLY <URL>	1	dominance	active
1279	I could say so much more so keep your skank of a mouth closed you little whore or things will only get worse for you ;)	1	dominance	active
1280	she is our skank we r her guys we can fuck her that way she amost say please treat my like a whore honey <URL>	1	sexual_harassment	active
1281	Let’s me honest, Jews offer things and the white women are just skanks. Muslims gang rape and beat white women. <URL>	1	discredit	passive
1282	<MENTION_1> U people <MENTION_1> r pos. liars. More fake news. U should offer 5 women to Obama. w that skank wife he has he would take the offer.	1	discredit	active
1283	<MENTION_1> Would you want to be labeled a woman beater for the rest of your life by some crazy skank who’s pissed… <URL>	1	discredit	passive
1284	<MENTION_1> <MENTION_2> Why any DECENT woman would think this skank should be 1st female potus is beyond m… <URL>	1	discredit	active
1285	If u walk away from a down ass woman for a skank then u deserve what u get. U can’t turn a how into a house wife so… <URL>	1	discredit	passive
1286	*In class today* *Girl next to me* 'I hate how every girl dressed like a skank for Halloween' *Guy in front of me turns* 'IT WAS AMAZING	1	discredit	passive
1287	Some absolute skank of a girl out there trying to cause trouble. Not happening love.. I show my girl every message a girl sends me	1	discredit	active
1288	<MENTION_1> <MENTION_2> The girl is late on her house payment. Quick buck for the skank.	1	discredit	active
1289	<MENTION_1> I like it! I'm 100% sure you are an irrelevant skank who's granddad was a #Nazi #Correct? Nope th… <URL>	1	discredit	active
1290	<MENTION_1> Musika you are a awful person. You or Skank want to be ugly ho I don't know what the fuck you're wearing #LHHHReunion	1	discredit	active
1291	You are a LIAR and a FLOP, you skank hoe! Even Netflix doesn't want you LMAO <URL>	1	discredit	active
1292	first words i hear from another human today: 'shut up you skank ass whore,' world: 1 mik: 0	1	discredit	active
1293	WHACKS AGAIN. 'Bitch, no the fuck you don't you damn skank.'	1	discredit	active
1294	<MENTION_1> <MENTION_2> Why would you call a “feminist” who does lesbian vampire porn a “skank”?🤷🏻‍♂️#MAGA🇺🇸… <URL>	1	discredit	active
1295	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Skank you are already in the streets. Make my money whore.	1	sexual_harassment	active
1296	<MENTION_1> You're a skank. You are more skilled at shoplifting than trying to be witty.	1	discredit	active
1297	Fuck you, you fuckin skank WHAT DID YOU SAY!? I said I can’t wait to own a fishing tank!	1	discredit	active
1298	<MENTION_1> <MENTION_2> So you just want money skank	1	discredit	active
1299	<MENTION_1> <MENTION_2> <MENTION_3> Hey American skank are you illiterate?	1	discredit	active
1300	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> But you probably mind the white guys, you racist, anti -white skank!	1	discredit	active
1301	<MENTION_1> <MENTION_2> Omg! Megyn is a skank. You have that right.	1	discredit	active
1302	<MENTION_1> <MENTION_2> <MENTION_3> Hey skank you wanna take a huge step back before we have to get everyone on your… <URL>	1	dominance	active
1303	Laying in my bed telling me not to suck your cock cause it smelled... we know why.. it was up some skanks arse before you came to mine	1	discredit	passive
1304	<MENTION_1> <MENTION_2> Absolute skank you are	1	discredit	active
1305	<MENTION_1> <MENTION_2> <MENTION_3> Slut. Whore. Floozy. Harlot. Skank. Pick whatever word you want, and keep the sa… <URL>	1	discredit	active
1306	ATTN: JOY REID. YOU 'AWFUL WOMAN' ARE A COMPLETE SKANK. YOU DISGUST EVERYONE. YOU ARE MARKED. YOU FILTHY IDIOT!!!	1	discredit	active
1307	<MENTION_1> <MENTION_2> You are a skank	1	discredit	active
1308	<MENTION_1> Maybe this is what you wanted: “What a gross skank! Ever hear of a pocket?” Better? 😘	1	discredit	active
1309	<MENTION_1> Go away skank. Go back to Pluto, or wherever in hell you came from. #AlertTheDayCareStaff #FlushTheToilet	1	dominance	active
1310	<MENTION_1> <MENTION_2> Give it a rest, you fugly skank.	1	discredit	active
1311	<MENTION_1> Why don’t you crawl back in your hole skank	1	dominance	active
1312	WHO.. ARE. YOOUU? This is not mario kart. You are no princess peach. Get your skank ass up out my lane or I take you off the goddamn road.	1	dominance	active
1313	<MENTION_1> STFU YOU SKANK!! U want this to happen.	1	dominance	active
1314	<MENTION_1> It should cost you more for being a dirty skank!	1	discredit	active
1315	Geez, should have expect the unexpected. I just happen to forget to foresee what a mouth of skank you have.	1	discredit	active
1316	<MENTION_1> <MENTION_2> And you voted for Killary the Skank ?	1	discredit	active
1317	<MENTION_1> <MENTION_2> You must be one of those bottom feeders we warn each other about...sewage spewing skank... Ve… <URL>	1	discredit	active
1318	<MENTION_1> It kinda sounds like you run a house of skank over there. Mags stinks 😷 and dogs getting into the Halloween candy.	1	discredit	active
1319	Darla you trifling skank! #QueenSugar	1	discredit	active
1320	<MENTION_1> <MENTION_2> Talk about NYers like that AFTER you've survived 9/11. Until then shut the fuck up. You are a nasty skank.	1	dominance	active
1321	<MENTION_1> Die in a fire you fucking skank.	1	sexual_harassment	active
1322	<MENTION_1> Did you finally dump that annoying skank? You should give Erin another go	1	dominance	active
1323	<MENTION_1> <MENTION_2> Oh wow what a ugly skank you are	1	discredit	active
1324	<MENTION_1> <MENTION_2> <MENTION_3> You're a liar let the vibe catch anyone of you and you're bussin a skank, you lot… <URL>	1	discredit	active
1325	<MENTION_1> Stupid Skank !	1	discredit	active
1326	<MENTION_1> He’s gonna win in 2020 too you stupid nasty skank !	1	discredit	active
1327	<MENTION_1> <MENTION_2> You are a stupid idiot. F U. NASTY TRASY SKANK	1	discredit	active
1328	<MENTION_1> <MENTION_2> She a nasty skank Hoe who would Fuck her wolf pussy anyway ?	1	discredit	active
1329	It’s too much loose pussy in the world to be raping bitches. Literally some of these skanks, goin on sight 💀💯	1	discredit	passive
1330	Find it hysterical that a bitch can't talk shit on me until she moves away🤔🤔scared???🤣	1	discredit	passive
1331	But last nighttttttttttttttttt...that bitch was confusing the hell out of me...when I had a fucking hysterical caller.	1	discredit	active
1332	It’s hysterical how much you bitch and complain over something so stupid. Don’t have to catch an attitude every 5 fuckin seconds.	1	stereotype	active
1333	that bitch wanna act funny bitch ima act hysterical	1	discredit	active
1334	<MENTION_1> <MENTION_2> always trying to wear the pants in the family. #GetBackInTheKitchen	1	stereotype	active
1335	<MENTION_1> Correction - HUGH if true. #makemeasandwich	1	stereotype	active
1336	Sometimes, all you have to do is just let out the rope.. #FeminismIsCancer <URL>	1	sexual_harassment	passive
1337	Hollywood glorifying being a slut mom. You never have to grow up #MGTOW #FeminismIsCancer <URL>	1	discredit	passive
1338	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> If you really believe that #FeminismIsCancer, maybe… <URL>	1	discredit	passive
1339	<MENTION_1> could you try this on for me? #feminismiscancer <URL>	1	discredit	passive
1340	Before fighting rape culture we need to take care of those poor men who feel hurt by women complaining about rape #NotAllMen	1	derailing	passive
1341	Perhaps it's true that #notallmen are sexual predators, but all women are potential prey. <URL>	1	derailing	passive
1342	<MENTION_1> ok if #NotAllMen is bad. Next time I hear that a girl cheated, I'll assume that women are systemically pr… <URL>	1	stereotype	passive
1343	#NotAllMen is legitimatly telling you men don't rape because of some urge... You need to watch zootopia and pay at… <URL>	1	derailing	passive
1344	fuckin butch ass cunt motherfucker bitch lick my foot <URL>	1	sexual_harassment	active
1345	Dear Akkorou, Bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt Love, Dj Rits	1	discredit	passive
1346	<MENTION_1> fuck you thats my fucking boy bitch ass cunt ready to fight	1	discredit	active
1347	i convince myself that im not a bad person and then call an old lady a stupid cunt bitch for biking in the road	1	discredit	active
1348	<MENTION_1> <MENTION_2> <MENTION_3> RIDICULOUS CUNT ! WOMEN DO IT IN AND OUT OF MARRIAGES THE WEAK BITCHES. WHAT DO U C… <URL>	1	discredit	passive
1349	If only I could get out and beat the cunt that just hit my car with 5 fucking kids in it...cops are fucking looking for you bitch 507TVB	1	sexual_harassment	active
1350	Fucking dropped my phone and cracked the screen fucking shit cunt bitch	1	discredit	active
1351	〝 Bitch fuck shit cunt who─ 〞 Okayyy..	1	discredit	active
1352	fat cunt ass bitch burn in hell <URL>	1	sexual_harassment	active
1353	cormacs such a cunt won’t even let me squeeze his blackheads pussy bitch	1	sexual_harassment	passive
1354	Fuck you ugly cunt bitch don't get smacked <URL>	1	discredit	active
